75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /old-wp/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /old-wp/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/old-wp/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /web/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /web/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/web/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /old-site/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:45 +0100] "GET /old-site/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/old-site/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /temp/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /temp/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/temp/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /2018/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /2018/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/2018/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /2019/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /2019/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/2019/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /bk/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /bk/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/bk/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /wp1/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /wp1/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/wp1/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /wp2/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:46 +0100] "GET /wp2/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/wp2/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /v1/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /v1/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/v1/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /v2/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /v2/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/v2/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /bak/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /bak/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/bak/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /install/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /install/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/install/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /2020/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /2020/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/2020/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /new-site/ HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
75.119.138.152 - - [21/Feb/2022:21:04:47 +0100] "GET /new-site/ HTTP/2.0" 404 12219 "http://www.krzwiatrzyk.eu/new-site/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36"
92.118.161.49 - - [21/Feb/2022:21:11:40 +0100] "GET / HTTP/1.1" 200 1345 "-" "NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com"
142.147.96.171 - - [21/Feb/2022:21:13:10 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
142.147.96.171 - - [21/Feb/2022:21:13:11 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
209.141.61.40 - - [21/Feb/2022:21:15:04 +0100] "GET http://85.255.1.106:80/phpmyadmin/scripts/setup.php HTTP/1.0" 301 162 "-" "-"
40.88.21.235 - - [21/Feb/2022:21:50:06 +0100] "GET / HTTP/1.1" 301 162 "http://krzwiatrzyk.eu/" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)"
40.88.21.235 - - [21/Feb/2022:21:50:06 +0100] "GET / HTTP/1.1" 200 13172 "https://krzwiatrzyk.eu/" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)"
40.88.21.235 - - [21/Feb/2022:21:50:06 +0100] "GET /favicon.png HTTP/1.1" 200 2741 "https://krzwiatrzyk.eu/favicon.png" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)"
142.147.96.171 - - [21/Feb/2022:21:52:59 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
142.147.96.171 - - [21/Feb/2022:21:53:01 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
114.119.146.195 - - [21/Feb/2022:22:04:06 +0100] "GET /sitemap-tags.xml HTTP/1.1" 200 458 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
193.174.89.19 - - [21/Feb/2022:22:33:09 +0100] "GET /webadmin/Index.action HTTP/1.1" 200 1345 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0"
23.224.186.219 - - [21/Feb/2022:22:36:33 +0100] "\x16\x03\x01\x00\xAF\x01\x00\x00\xAB\x03\x03\xD0\xEE\x05\xD9\xC7\xE6\x0Bo\x9A\x00s\xD8\xC7m4\x0EB\xA6:\xD4\x1F\x04X" 400 150 "-" "-"
23.224.186.219 - - [21/Feb/2022:22:36:45 +0100] "GET / HTTP/1.1" 301 162 "-" "-"
23.224.186.219 - - [21/Feb/2022:22:37:10 +0100] "GET / HTTP/1.1" 200 595 "http://85.255.1.106/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
23.224.186.219 - - [21/Feb/2022:22:37:14 +0100] "GET /favicon.ico HTTP/1.1" 301 162 "-" "Go-http-client/1.1"
23.224.186.219 - - [21/Feb/2022:22:37:21 +0100] "GET /favicon.ico HTTP/1.1" 200 595 "http://85.255.1.106/favicon.ico" "Go-http-client/1.1"
23.224.186.219 - - [21/Feb/2022:22:37:22 +0100] "GET /robots.txt HTTP/1.1" 301 162 "-" "Go-http-client/1.1"
23.224.186.219 - - [21/Feb/2022:22:37:25 +0100] "GET /robots.txt HTTP/1.1" 200 595 "http://85.255.1.106/robots.txt" "Go-http-client/1.1"
23.224.186.219 - - [21/Feb/2022:22:37:26 +0100] "GET /sitemap.xml HTTP/1.1" 301 162 "-" "Go-http-client/1.1"
23.224.186.219 - - [21/Feb/2022:22:37:30 +0100] "GET /sitemap.xml HTTP/1.1" 200 595 "http://85.255.1.106/sitemap.xml" "Go-http-client/1.1"
114.119.128.233 - - [21/Feb/2022:23:01:45 +0100] "GET /robots.txt HTTP/1.1" 200 108 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
2.56.56.43 - - [21/Feb/2022:23:30:27 +0100] "GET /config/getuser?index=0 HTTP/1.1" 400 248 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
169.255.124.4 - - [21/Feb/2022:23:36:07 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
207.46.13.88 - - [21/Feb/2022:23:53:33 +0100] "GET / HTTP/2.0" 200 13159 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
167.94.138.63 - - [21/Feb/2022:23:56:23 +0100] "GET / HTTP/1.1" 200 1345 "-" "-"
167.94.138.63 - - [21/Feb/2022:23:56:24 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
200.58.90.45 - - [22/Feb/2022:00:16:35 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
222.186.19.235 - - [22/Feb/2022:00:18:59 +0100] "GET http://fuwu.sogou.com/404/index.html HTTP/1.1" 400 650 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/530.7 (KHTML, like Gecko) Chrome/2.0.175.0 Safari/530.7"
222.186.19.235 - - [22/Feb/2022:00:18:59 +0100] "GET http://fuwu.sogou.com/404/index.html HTTP/1.1" 400 650 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/0.4.154.31 Safari/525.19"
222.186.19.235 - - [22/Feb/2022:00:19:00 +0100] "\x05\x01\x00" 400 150 "-" "-"
185.165.190.34 - - [22/Feb/2022:00:25:47 +0100] "GET / HTTP/1.1" 200 1345 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
185.165.190.34 - - [22/Feb/2022:00:25:52 +0100] "" 400 0 "-" "-"
185.165.190.34 - - [22/Feb/2022:00:25:52 +0100] "" 400 0 "-" "-"
185.165.190.34 - - [22/Feb/2022:00:25:53 +0100] "" 400 0 "-" "-"
185.165.190.34 - - [22/Feb/2022:00:26:44 +0100] "GET /robots.txt HTTP/1.1" 200 1345 "-" "-"
185.165.190.34 - - [22/Feb/2022:00:26:45 +0100] "GET /sitemap.xml HTTP/1.1" 200 1345 "-" "-"
185.165.190.34 - - [22/Feb/2022:00:26:46 +0100] "GET /.well-known/security.txt HTTP/1.1" 200 1345 "-" "-"
185.165.190.34 - - [22/Feb/2022:00:26:47 +0100] "GET /favicon.ico HTTP/1.1" 200 595 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:80.0) Gecko/20100101 Firefox/80.0"
185.165.190.34 - - [22/Feb/2022:00:26:49 +0100] "" 400 0 "-" "-"
185.165.190.34 - - [22/Feb/2022:00:26:51 +0100] "\x03\xB7\x1F\x14b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00" 400 150 "-" "-"
130.211.54.158 - - [22/Feb/2022:00:26:54 +0100] "GET / HTTP/1.1" 400 248 "-" "python-requests/2.27.1"
162.142.125.221 - - [22/Feb/2022:00:38:29 +0100] "GET / HTTP/1.1" 301 162 "-" "-"
162.142.125.221 - - [22/Feb/2022:00:38:29 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
162.142.125.221 - - [22/Feb/2022:00:38:29 +0100] "PRI * HTTP/2.0" 400 150 "-" "-"
162.142.125.221 - - [22/Feb/2022:00:38:30 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
